"X1" "X2" "X3" "X4" "X5" "Y"
"191" 21.3566666666667 47.4 23.2 43.95 757.05 50
"192" 18.9633333333333 34.1266666666667 19.29 32.73 759.85 50
"193" 22.625 36.83125 23.23 35.2666666666667 761.433333333333 330
"194" 21.89 44.7 21.5 49.09 759.6 50
"195" 17.1 41 19.1 36.2 755.9 30
"196" 17.89 37.5266666666667 17.89 36.4 759.75 50
"197" 24.5857142857143 47.6657142857143 25.66 46.09 745.45 80
"198" 19.8233333333333 41.23 19.1666666666667 43.2 748.6 50
"199" 19.2 36 19.39 34.6 751.766666666667 210
"200" 21 42.7666666666667 20.79 38.23 754.05 100
"201" 19.89 32.7233333333333 19.79 32 762.666666666667 60
"202" 21.1333333333333 37.4666666666667 20.7 39.4333333333333 749.9 160
"203" 19.39 38.2233333333333 19.1333333333333 36.56 760.516666666667 310
"204" 18.6 42.59 20 38.1266666666667 758.3 50
"205" 21.5 42.79 21.39 45.3266666666667 758.5 30
"206" 21 31.6333333333333 21.8566666666667 31.4633333333333 764.566666666667 90
"207" 19.5666666666667 39.73 19.39 38.76 740.8 110
"208" 22.1 36.4 22 37 765.6 50
"209" 20.29 41.5 22.39 38.9333333333333 760 50
"210" 19.2 40.4666666666667 19.89 38.3633333333333 762.35 70
"211" 18.89 40.4 19.865 37.925 760.9 50
"212" 19.5 42.8266666666667 21.6 39.9 750.166666666667 60
"213" 19.7 43.06 21.79 39.3266666666667 756.583333333333 50
"214" 19.5333333333333 37.4 21.5 32.57875 757.833333333333 110
"215" 18.2 42.86 19.79 38.59 759.866666666667 80
"216" 17.2 39.59 16 38.9666666666667 760.5 30
"217" 16.89 38.6566666666667 17.2 37.56 759.15 50
"218" 18.39 41.4666666666667 20.73 39.73 736.5 90
"219" 20.89 43.5842857142857 23.1 38.7 753.8 50
"220" 21.5 43.7 23.3233333333333 40 749.033333333333 70
"221" 19.79 39.23 21.6 32.9333333333333 764.85 270
"222" 17.2 41.23 18.6933333333333 37.76 746.8 80
"223" 20.7736363636364 40.7 21.2 36.9666666666667 764.75 120
"224" 21.3566666666667 39.56 20 43.29 762.133333333333 40
"225" 21.1 43.9333333333333 19 44.9 740.966666666667 40
"226" 18.5 45.09 21.2 38 751.233333333333 40
"227" 18.4266666666667 45.1266666666667 21.2 38 751.266666666667 40
"228" 19.4633333333333 36.59 18.7 36.1633333333333 755.366666666667 50
"229" 25.89 42.0257142857143 24.7 45.59 755.2 100
"230" 25.1 27.53 23.2 32.79 766.633333333333 70
"231" 17.525 44.315 20 36.1333333333333 764.783333333333 70
"232" 21.5 44.9 21.2 45.03 749.45 90
"233" 22.1333333333333 42.76 19.1666666666667 44.4 742.6 20
"234" 18.7 36.26 19.39 34.9333333333333 766.7 60
"235" 20.3566666666667 38.09 20.1123456790123 40.1695061728395 754.366666666667 130
"236" 19.89 46.6633333333333 20.2 45.59 750.9 60
"237" 16.89 39.9 19.39 33.7 768.4 30
"238" 20.8233333333333 41.29 21.87 41.925 753.866666666667 190
"239" 17.7 40.3333333333333 19.5 34.7 754.6 70
"240" 21.1 44 19 44.9333333333333 741.05 50
"241" 19.4266666666667 37.79 20.1333333333333 33.2 749.65 40
"242" 17.39 40 17.79 37.09 744.633333333333 50
"243" 20.5 38.29 22.5 34.59 755.466666666667 60
"244" 18 36.09 18.79 33.59 755.2 40
"245" 19.23 41.23 18.7 41.93 749.466666666667 50
"246" 18.79 37.3633333333333 18.5666666666667 35.59 761.166666666667 610
"247" 19.3566666666667 33.3633333333333 20.79 33.09 764.75 50
"248" 21 44.79 22.22 40.7166666666667 744.7 100
"249" 17 40.23 15.89 39.5 760.3 20
"250" 21.2 42.1566666666667 20.2 40.6566666666667 751.35 90
"251" 19.39 35.09 20.39 33.5 753.65 120
"252" 19.23 39.59 20.1 34.79 762.566666666667 60
"253" 21.2 39.2 22.79 39.1633333333333 760.45 50
"254" 20.7 35.1266666666667 21 33.36 767.8 180
"255" 17.73 38.4 20.23 34.6266666666667 755.4 50
"256" 21.1333333333333 40.2666666666667 18.2 44.4666666666667 754.8 80
"257" 21.65 41.09 20.1 41.09 745.95 90
"258" 19.39 37.9 18.29 35 750.7 90
"259" 21.29 54.7666666666667 21.89 38.5642857142857 748.333333333333 110
"260" 17.76 36.6633333333333 19.8233333333333 32.4333333333333 755.433333333333 50
"261" 20.39 47.2 18.79 49.2 758.466666666667 50
"262" 23.5333333333333 38.1633333333333 24.29 37.4 751.7 60
"263" 18.0666666666667 39.56 19.5 35.26 755.1 40
"264" 21.7 36.4333333333333 20.79 38.59 750.5 70
"265" 18.5 43.4666666666667 19.89 38.59 753.266666666667 60
"266" 24.39 36.7 23.7 39 755.3 100
"267" 20.1 43.8175 18.6 46.8 767.75 280
"268" 20.0333333333333 35.9 22.6 33 764.5 30
"269" 22.1666666666667 40.4 19.2 40.4 738.1 100
"270" 18.7 39.1633333333333 18.365 37.8175 758.75 30
"271" 21.89 44.7771428571429 23.89 42.9 758.083333333333 80
"272" 19.39 42.2 20.0933333333333 43.3333333333333 748.95 120
"273" 20.5 39.56 22.39 35.134 756.983333333333 60
"274" 21.6333333333333 33.1266666666667 22.412 33.876 762.283333333333 70
"275" 20.29 46.26 21.0333333333333 43.9 748.5 60
"276" 19 45.8633333333333 19.6 42.29 751.9 60
"277" 19.29 33.4 19.5 32.7 759 40
"278" 20.39 38.9666666666667 22.5 37.09 759.6 40
"279" 20.89 39.3333333333333 21.1666666666667 37.6566666666667 764.6 100
"280" 21.89 28.5233333333333 22.7 30.872 765 300
"281" 16.5 40.1633333333333 19.29 34.2 769.2 40
"282" 20.8566666666667 40.7233333333333 21.0333333333333 42.6266666666667 762.8 70
"283" 22.5 40.4 24.1 37.59 751.7 50
"284" 17.5 39.4 17.6 38.23 758.966666666667 50
"285" 19.6 36.0666666666667 20.2 35.06 742.433333333333 80
"286" 19.7 43.1266666666667 18.39 44.9666666666667 762.066666666667 50
"287" 22.29 43.4666666666667 20.6 49.7266666666667 759.366666666667 70
"288" 22.0333333333333 36.23 22 37 765.6 50
"289" 18.29 37.59 18.5 36.2 758.9 20
"290" 20.1 40.2 19.79 40.29 741.2 150
"291" 18.5333333333333 39.23 20.29 36.545 755.55 50
"292" 20.76 41.3266666666667 22.2333333333333 43.7666666666667 759.1 90
"293" 18.1333333333333 41.79 18.79 36.53 757 120
"294" 25.745 29.85 24.2 35 753.45 70
"295" 20 39.9 22.6 35.2225 759.7 340
"296" 19.29 44.79 19 46.26 760.9 50
"297" 19.5 42.1633333333333 19.39 37.9 738.6 110
"298" 19.6 39.7 20.29 37.4 758.9 50
"299" 21.29 45.36 21.0333333333333 47.2666666666667 756.35 50
"300" 21.5666666666667 39.36 18.745 45.295 748.1 90
"301" 23.7 30.5666666666667 22.9633333333333 32.4 758.1 110
"302" 21.6666666666667 36.4 20.79 38.4 750.35 60
"303" 19.2 45.245 19.29 46.79 740.966666666667 30
"304" 18.2 42.8633333333333 19.6666666666667 37.76 761.2 70
"305" 21 39.5 19.7 43.2 762.35 60
"306" 18 41.5 19.5 37.09 764.066666666667 40
"307" 24.7 46.2 25.2 44.7257142857143 744.333333333333 50
"308" 17.6 39.9666666666667 18 36.9 744.4 60
"309" 21.3233333333333 32.06 22.89 32.54 764.5 110
"310" 18.73 38.7 21.85 32.156 759 60
"311" 18.9633333333333 38.53 21.89 32.09 759.1 60
"312" 20.6 44.06 21.39 42.7233333333333 753.4 70
"313" 21.0333333333333 40.29 21 38.5 744.45 70
"314" 20.3566666666667 45.03 21.3233333333333 41.8266666666667 753.8 50
"315" 17.89 41.36 19.5 36.9333333333333 759.966666666667 40
"316" 20.9266666666667 39.8 22.4214285714286 32.4714285714286 757.866666666667 140
"317" 21.79 42.7 21 45.79 765.2 50
"318" 22.1 32.26 21.1 34.9333333333333 765.3 110
"319" 24 30.8233333333333 23.4266666666667 34.1933333333333 765.75 50
"320" 24.5 36.5 23.6 39.23 754.866666666667 80
"321" 19.6 38.29 18.89 35.59 760.3 220
"322" 18.7 37.8633333333333 20.6 34.2 765.566666666667 30
"323" 23.2 46.0266666666667 25.29 42.7 751.5 80
"324" 25.3933333333333 37.0566666666667 23.1 40.3633333333333 752.9 50
"325" 18.89 35.4666666666667 19.5 33.56 751.8 100
"326" 22.434 45.156 24.5 42.1266666666667 755.7 60
"327" 18.6333333333333 42.23 20.7 37.09 756.216666666667 80
"328" 18.1 46.59 17.89 47.6633333333333 761.033333333333 50
"329" 21.2 37.73 21.29 37.5 753.116666666667 100
"330" 21.2 43.8266666666667 21.4633333333333 38.09 751.3 100
"331" 21.89 39.6633333333333 18.6 47 753.716666666667 140
"332" 20.5 34.1633333333333 21 33.7 769.2 40
"333" 21.9266666666667 40.1333333333333 19.89 43.73 748.683333333333 750
"334" 16.3566666666667 43.23 15.3 42.4333333333333 766.6 50
"335" 18.89 41.29 19 40.9666666666667 755.833333333333 40
"336" 22 38.9666666666667 23.7 36.7 752.466666666667 60
"337" 20.2 43 20.6333333333333 44.73 764.65 40
"338" 19 37.86 17.4566666666667 38.7966666666667 761.45 400
"339" 22.7 50.59 24 46.9333333333333 751.45 100
"340" 20.5 47 21.6 43.5 749.066666666667 70
"341" 17.29 36.2 18.1566666666667 36.4 764 230
"342" 20.3566666666667 37.86 21.26 36.6633333333333 746.5 60
"343" 26.4371428571429 41.3842857142857 24.7 46.09 755.8 80
"344" 21.29 41.29 20.5 43 743.783333333333 40
"345" 25.4214285714286 36.09 24.5 39.8266666666667 756.5 50
"346" 20.5 43.7 21.9266666666667 40.4 752.1 80
"347" 18.8233333333333 41.09 18.79 42.1266666666667 748.85 260
"348" 19 42.4666666666667 20.1 38.56 754.633333333333 60
"349" 19.0333333333333 45.03 19.7 41.5 752.133333333333 70
"350" 23.1 30.445 23.29 32.29 764.5 130
"351" 18.6 40.4333333333333 20.79 36.29 758.4 60
"352" 17.5 37.03 19.79 32.59 755.033333333333 50
"353" 21.3566666666667 34.5266666666667 21.5 35.1566666666667 765.55 170
"354" 21.6333333333333 46.73 23.6 42.59 759.616666666667 50
"355" 21.0333333333333 40.53 20.29 42.1633333333333 747.633333333333 50
"356" 20.075 43.0675 19.89 41.09 748.816666666667 60
"357" 19.29 40.3333333333333 21.29 37.634 748.783333333333 60
"358" 20.5 42 19.6 43.46 731.166666666667 120
"359" 17.2 41 18.39 37.09 741.55 50
"360" 18.2 41.495 21.6 35.218 764.233333333333 40
"361" 18.39 44.2 17.89 44.4 765.75 40
"362" 19 44.09 20.79 39.59 751.683333333333 110
"363" 19.5 37 19.6 35.29 745.166666666667 50
"364" 20.0666666666667 34.1966666666667 21 33.5 766.6 310
"365" 19.89 47.2 21.39 42.79 748.9 70
"366" 20.5333333333333 43.7 22 40.4 752.116666666667 70
"367" 19.29 44.09 19.7 40.5 750.1 50
"368" 24.4324324324324 46.5289189189189 24.0243243243243 46.6478378378378 752.033333333333 60
"369" 18.65 39.645 21.56 33.776 757.966666666667 70
"370" 19.90375 37.45 20.7 34.9428571428571 750.016666666667 80
"371" 19.2 44.59 20.76 41.5 753.7 60
"372" 23.0285714285714 49.5257142857143 25.1 45 745.75 60
"373" 21.76 38.6933333333333 21.2 38.9 743.866666666667 110
"374" 21.89 46.2 23.5 42.73375 759.5 50
"375" 16.7 41.1333333333333 19.6 33 766 60
"376" 20.03 43.1933333333333 21.1 39.9633333333333 739.8 170
"377" 16.7 40.8 19.6 32.845 766 70
"378" 18.3566666666667 39.5 21.6 33 763.433333333333 30
"379" 19.0285714285714 38.59 19.0714285714286 36.1685714285714 739.352380952381 50
"380" 18.3233333333333 41.5 19.7 37.59 763.733333333333 50
"381" 17.89 43 22.29 35.79 760.6 30
"382" 18.9633333333333 41.4666666666667 19.7 38.4666666666667 737.75 270
"383" 20.7 43.3266666666667 21.5 41.2 762.066666666667 230
"384" 21.29 36.73 22.79 34 757.1 60
"385" 22 43.7 23.29 42.29 757.75 130
"386" 19.8566666666667 42.26 20.6 42.56 761.4 470
"387" 19.79 31.9266666666667 20.5 31.6666666666667 756.2 200
"388" 17.1 42.5 15.69 46.4 767.783333333333 30
"389" 21.6 45.29 21 48.79 759.466666666667 50
"390" 22 46.7 23.9266666666667 43 759.733333333333 60
"391" 17.39 39.5 19.6 34.09 768.7 20
"392" 20.89 44.79 22.2 40.51 744.55 100
"393" 17.7 39.2 17.8233333333333 37.59 755.166666666667 50
"394" 20.7633333333333 34.1966666666667 20.79 33.0333333333333 768.4 80
"395" 19.1333333333333 41.9 20.29 38.59 747.833333333333 60
"396" 18.79 37.3266666666667 19.1 35.9 757.3 50
"397" 18.8233333333333 35.59 18.5666666666667 36.56 763.966666666667 40
"398" 20.2 38.29 19.89 39.29 758.9 430
"399" 17.23 38.8266666666667 19.5 33.7233333333333 754.233333333333 60
"400" 24.2 41.5 24.5 41.9 755.75 90
"401" 19.0666666666667 35.9666666666667 19.4633333333333 34.43 751.8 200
"402" 22.0666666666667 46.7233333333333 23.1 38.3266666666667 751.033333333333 300
"403" 23.0220779220779 39.0233766233766 23.8224675324675 39.0948051948052 757 50
"404" 18.4633333333333 39.06 19.3233333333333 38.5 756.2 30
"405" 22 38.9333333333333 20.0666666666667 43 758.883333333333 160
"406" 20.4266666666667 44.73 19.5 47.9 760.1 60
"407" 22.79 42.29 19.79 50.2675 759.666666666667 570
"408" 23.5135714285714 35.6714285714286 24.1614285714286 38.2285714285714 756.2 160
"409" 19.29 44.4666666666667 20.1333333333333 45.76 763.05 40
"410" 19.5666666666667 37 20.1 35.2 760.833333333333 50
"411" 18.2 41.4 18.89 38.29 756.966666666667 30
"412" 19.76 37.9333333333333 20.7 36.8027777777778 751.933333333333 70
"413" 19.79 35.03 20.39 33.09 751.233333333333 40
"414" 19.2 45.1566666666667 16.39 47.59 752.3 50
"415" 19 45.09 19.1 45.3633333333333 742.216666666667 60
"416" 18.5333333333333 45.09 20.5 38.76 752.466666666667 60
"417" 19.1 38.1266666666667 21.23 36.23 755.766666666667 40
"418" 19.5 36.73 18.9633333333333 34.9 762.95 40
"419" 19.2 45.09 19.0666666666667 46.76 761.6 40
"420" 18.29 42.26 19.89 38.9 759.1 60
"421" 21.79 41.09 19.29 46.7666666666667 749.3 120
"422" 18.39 47.09 18.0666666666667 48.43 758.8 50
"423" 24.35 48.7 25.39 46.156 745 60
"424" 20.7 43.0666666666667 21.39 41.06 761.8 270
"425" 16.9633333333333 39.79 19.5 34.5 768.333333333333 30
"426" 17.1 39.9333333333333 19.89 34 755.4 270
"427" 19.1333333333333 42.8633333333333 19.6 43.03 743.883333333333 30
"428" 19.73 43.2 18.39 44.9 762.033333333333 50
"429" 17.5333333333333 39.56 20.4266666666667 35.1266666666667 750.933333333333 70
"430" 23.7 35.6633333333333 21.79 37.4666666666667 753.2 60
"431" 22 33.72 24.2 31.39 759.8 80
"432" 21.4266666666667 43.6266666666667 21.2266666666667 47.39 753.933333333333 100
"433" 20.39 44.23 22.8566666666667 39.8633333333333 749.733333333333 40
"434" 21.29 35.43 20.89 34.8725 748 50
"435" 22.79 44.3671428571429 24.79 42.3633333333333 755.866666666667 60
"436" 17.2 39.5 17.39 38.29 758.933333333333 50
"437" 18.5 44.23 19.7 39.29 753.9 60
"438" 19.2 38.3 21.1 34.095 756.6 100
"439" 19.39 45.73 21.1 41.09 754.283333333333 60
"440" 18.5333333333333 39.2 18.89 39.09 739.85 50
"441" 18.6 39.76 21.89 34.7128571428571 764 50
"442" 24.23 37.6266666666667 23.39 39.1633333333333 752 60
"443" 19.1 38.59 22.39 33.09 764.1 50
"444" 17.79 36.29 18.6666666666667 33.1333333333333 756.6 50
"445" 17.89 40.4333333333333 21.1 33.4 763.05 50
"446" 22.2 47.4333333333333 22.2 46.16 749.066666666667 280
"447" 16.2 44.4 15.19 44 770.1 150
"448" 16.2 43.76 15.2633333333333 43.0266666666667 768.4 210
"449" 19.29 39.03 20.39 36.7966666666667 761.7 60
"450" 20.4666666666667 33.4233333333333 21 32.9666666666667 767.6 690
"451" 22.5 40.6266666666667 24.1 37.73 751.566666666667 50
